Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Start_Date,End_Date,Trip_Duration,Start_Month,Start_Year,Travel_Class,Price_Multiplier
Varanasi,Jaipur,1048,98.11,Yes,Flight,Standard,Mixed,5,3,115458.42,Sunny,Weekend,No,Yes,14-02-2024,19-02-2024,5,2,2024,Premium Economy,1.3
Pune,Chandigarh,1698,106.03,No,Bus,Budget,Veg,8,3,40134.11,Sunny,Vacation,No,No,28-06-2024,06-07-2024,8,6,2024,AC Sleeper,1.3
Pune,Surat,448,107.46,No,Car,Standard,Non-Veg,15,1,46346.9,Sunny,Business,No,Yes,02-11-2024,17-11-2024,15,11,2024,Economy,1
Bhopal,Pune,696,107.49,No,Car,Luxury,Non-Veg,2,1,14022.67,Rainy,Weekend,Yes,No,13-04-2024,15-04-2024,2,4,2024,Economy,1
Pune,Ahmedabad,575,106.65,No,Car,Budget,Mixed,15,5,89770.62,Cloudy,Vacation,Yes,Yes,20-01-2025,04-02-2025,15,1,2025,Economy,1
Jaipur,Rishikesh,583,111.43,Yes,Car,Luxury,Veg,13,5,463961.08,Rainy,Vacation,No,Yes,19-04-2025,02-05-2025,13,4,2025,Economy,1
Rishikesh,Mumbai,1650,95.47,No,Train,Standard,Veg,2,1,9174.15,Cloudy,Business,No,Yes,08-05-2025,10-05-2025,2,5,2025,EconomyA,1.4
Rishikesh,Chandigarh,215,94.87,No,Car,Standard,Mixed,15,4,114718.2,Sunny,Business,Yes,No,15-09-2024,30-09-2024,15,9,2024,Economy,1
Lucknow,Surat,1283,95.28,No,Train,Standard,Vegan,12,2,56302.84,Rainy,Weekend,Yes,Yes,07-04-2024,19-04-2024,12,4,2024,3A,1
Chandigarh,Bangalore,2366,94.08,No,Flight,Budget,Non-Veg,5,1,28910.53,Cloudy,Business,No,No,11-08-2025,16-08-2025,5,8,2025,Premium Economy,1.3
Udaipur,Chennai,1936,110.28,No,Flight,Standard,Mixed,5,1,32028.42,Cloudy,Business,Yes,No,04-07-2024,09-07-2024,5,7,2024,Economy,1
Rishikesh,Chandigarh,219,94.29,No,Train,Standard,Non-Veg,9,4,83735.93,Cloudy,Vacation,Yes,Yes,16-01-2024,25-01-2024,9,1,2024,SL,0.7
Ahmedabad,Lucknow,1256,95.08,No,Car,Standard,Veg,15,1,47000.53,Rainy,Vacation,Yes,No,14-09-2024,29-09-2024,15,9,2024,Economy,1
Ahmedabad,Rishikesh,1196,97.65,No,Train,Budget,Mixed,14,2,40180.37,Sunny,Weekend,No,No,18-06-2024,02-07-2024,14,6,2024,EconomyA,1.4
Mumbai,Bangalore,965,108.17,No,Flight,Luxury,Non-Veg,7,2,128241.4,Rainy,Weekend,No,No,10-07-2025,17-07-2025,7,7,2025,Premium Economy,1.3
Kolkata,Hyderabad,1611,106.95,No,Flight,Resort,Veg,4,4,218698.57,Sunny,Vacation,No,Yes,27-03-2024,31-03-2024,4,3,2024,Premium Economy,1.3
Goa,Indore,996,96.55,No,Train,Standard,Veg,15,2,88664.48,Cloudy,Vacation,No,Yes,11-08-2024,26-08-2024,15,8,2024,EconomyA,1.4
Kolkata,Udaipur,2013,105.06,No,Bus,Luxury,Veg,5,3,119927.98,Cloudy,Festival,No,Yes,27-06-2024,02-07-2024,5,6,2024,AC Sleeper,1.3
Chennai,Delhi,2233,105.95,No,Flight,Standard,Veg,10,2,127220,Sunny,Business,No,Yes,15-05-2025,25-05-2025,10,5,2025,Premium Economy,1.3
Udaipur,Chennai,1721,109.91,No,Flight,Standard,Non-Veg,10,1,46233.98,Sunny,Business,Yes,Yes,17-04-2025,27-04-2025,10,4,2025,Economy,1
Lucknow,Indore,819,95.69,No,Train,Standard,Vegan,12,2,63294.03,Sunny,Vacation,Yes,Yes,14-03-2025,26-03-2025,12,3,2025,2A,1.2
Surat,Hyderabad,891,98.25,No,Train,Standard,Vegan,7,1,26618.3,Sunny,Business,Yes,No,10-09-2024,17-09-2024,7,9,2024,SL,0.7
Hyderabad,Varanasi,1258,111.66,No,Flight,Budget,Non-Veg,14,5,140133.14,Rainy,Vacation,No,No,09-06-2024,23-06-2024,14,6,2024,Premium Economy,1.3
Kerala,Goa,770,105.9,No,Flight,Budget,Veg,15,1,22728.76,Cloudy,Vacation,Yes,Yes,06-05-2024,21-05-2024,15,5,2024,Business,1.8
Jaipur,Pune,1286,109.94,No,Flight,Standard,Veg,3,4,78625.31,Rainy,Vacation,No,Yes,24-09-2024,27-09-2024,3,9,2024,Premium Economy,1.3
Bangalore,Bhopal,1421,100.44,No,Car,Luxury,Mixed,5,3,99803.46,Cloudy,Weekend,No,No,23-10-2024,28-10-2024,5,10,2024,Economy,1
Bhopal,Chennai,1535,107.29,No,Flight,Standard,Veg,2,2,49606.94,Cloudy,Business,No,Yes,21-05-2024,23-05-2024,2,5,2024,Business,1.8
Goa,Chennai,915,97.79,No,Flight,Budget,Veg,15,2,64919.93,Sunny,Business,No,Yes,16-05-2025,31-05-2025,15,5,2025,Premium Economy,1.3
Goa,Mumbai,550,96.1,No,Flight,Budget,Veg,9,1,19569.9,Sunny,Weekend,Yes,Yes,02-12-2024,11-12-2024,9,12,2024,Business,1.8
Mumbai,Chennai,1181,106.68,No,Flight,Standard,Veg,8,4,171358.92,Rainy,Business,No,Yes,15-08-2024,23-08-2024,8,8,2024,Premium Economy,1.3
Lucknow,Chennai,1893,96.77,No,Flight,Budget,Veg,7,1,32104.99,Cloudy,Vacation,No,No,14-05-2025,21-05-2025,7,5,2025,Premium Economy,1.3
Mumbai,Bangalore,1093,105.99,No,Flight,Standard,Non-Veg,8,4,197494.01,Sunny,Business,No,No,21-02-2024,29-02-2024,8,2,2024,Economy,1
Ahmedabad,Hyderabad,1134,95.12,No,Train,Standard,Veg,9,4,151324.94,Sunny,Business,No,No,13-06-2025,22-06-2025,9,6,2025,SL,0.7
Pune,Agra,1149,108.33,Yes,Flight,Standard,Mixed,10,1,65343.53,Sunny,Weekend,No,No,09-03-2024,19-03-2024,10,3,2024,Premium Economy,1.3
Pune,Bhopal,736,108.88,No,Bus,Standard,Non-Veg,8,4,69608.63,Rainy,Vacation,No,No,08-05-2025,16-05-2025,8,5,2025,AC Sleeper,1.3
Bhopal,Chennai,1657,109.35,No,Flight,Resort,Mixed,2,1,43585,Cloudy,Business,No,Yes,14-08-2024,16-08-2024,2,8,2024,Premium Economy,1.3
Delhi,Pune,1399,96.99,No,Train,Standard,Non-Veg,11,4,144928.03,Sunny,Vacation,Yes,No,06-09-2024,17-09-2024,11,9,2024,3A,1
Hyderabad,Chennai,678,110.45,No,Bus,Standard,Non-Veg,8,1,37618.05,Rainy,Business,No,Yes,07-07-2025,15-07-2025,8,7,2025,AC Seater,1.15
Hyderabad,Udaipur,1221,110.2,No,Train,Budget,Veg,10,2,33889.51,Rainy,Weekend,No,No,08-06-2024,18-06-2024,10,6,2024,SL,0.7
Rishikesh,Pune,1600,97.44,No,Flight,Luxury,Mixed,9,1,75733.68,Sunny,Vacation,Yes,Yes,22-12-2024,31-12-2024,9,12,2024,Economy,1
Indore,Hyderabad,830,108.65,No,Bus,Budget,Non-Veg,10,1,19313.55,Cloudy,Weekend,No,No,03-04-2024,13-04-2024,10,4,2024,Non-AC Sleeper,1.1
Varanasi,Bhopal,749,98.24,No,Train,Luxury,Veg,5,3,109743.79,Rainy,Weekend,No,Yes,11-08-2025,16-08-2025,5,8,2025,SL,0.7
Goa,Jaipur,1656,97.6,Yes,Train,Luxury,Non-Veg,15,1,144799.83,Sunny,Vacation,No,Yes,23-01-2025,07-02-2025,15,1,2025,EconomyA,1.4
Chandigarh,Surat,1473,94.36,No,Flight,Standard,Non-Veg,8,1,37597.33,Rainy,Weekend,Yes,No,23-02-2025,03-03-2025,8,2,2025,Economy,1
Lucknow,Pune,1455,97.71,No,Flight,Luxury,Veg,10,1,63826.51,Cloudy,Vacation,Yes,No,22-04-2024,02-05-2024,10,4,2024,Business,1.8
Chennai,Ahmedabad,1640,102.34,No,Train,Standard,Veg,7,1,24685.72,Cloudy,Weekend,No,No,05-01-2024,12-01-2024,7,1,2024,3A,1
Delhi,Lucknow,465,93.14,No,Bus,Standard,Non-Veg,15,4,183390.98,Sunny,Vacation,Yes,No,18-04-2024,03-05-2024,15,4,2024,Non-AC Seater,1
Kolkata,Chandigarh,1815,106.6,No,Bus,Luxury,Veg,12,2,119935.99,Sunny,Weekend,Yes,No,24-06-2025,06-07-2025,12,6,2025,AC Sleeper,1.3
Delhi,Nagpur,1001,94.81,No,Flight,Budget,Mixed,5,2,35308.57,Cloudy,Festival,No,Yes,29-08-2024,03-09-2024,5,8,2024,Premium Economy,1.3
Chennai,Goa,814,102.32,Yes,Train,Luxury,Vegan,12,3,267410.37,Sunny,Business,No,No,14-01-2024,26-01-2024,12,1,2024,3A,1
Udaipur,Varanasi,1265,107.52,No,Train,Resort,Non-Veg,14,3,432430.36,Cloudy,Vacation,Yes,Yes,03-02-2024,17-02-2024,14,2,2024,EconomyA,1.4
Agra,Hyderabad,1458,98.19,No,Car,Standard,Non-Veg,9,4,94666.97,Sunny,Business,Yes,No,01-02-2025,10-02-2025,9,2,2025,Economy,1
Indore,Bangalore,1535,109.96,No,Train,Budget,Veg,14,5,128432.91,Sunny,Business,Yes,Yes,19-11-2024,03-12-2024,14,11,2024,EconomyA,1.4
Delhi,Kolkata,1769,93.89,No,Flight,Budget,Veg,4,3,85309.86,Cloudy,Business,No,No,07-01-2024,11-01-2024,4,1,2024,Business,1.8
Delhi,Agra,217,94.07,No,Car,Budget,Veg,12,1,12747.71,Sunny,Vacation,Yes,No,27-04-2024,09-05-2024,12,4,2024,Economy,1
Goa,Agra,1790,95.17,No,Flight,Resort,Mixed,8,2,159346.18,Cloudy,Vacation,Yes,No,20-07-2025,28-07-2025,8,7,2025,Economy,1
Surat,Varanasi,1321,95.81,No,Train,Budget,Veg,4,3,24660.54,Sunny,Vacation,Yes,No,05-08-2025,09-08-2025,4,8,2025,EconomyA,1.4
Nagpur,Chandigarh,1552,108.14,No,Car,Luxury,Mixed,7,2,94451.59,Cloudy,Vacation,No,No,24-04-2025,01-05-2025,7,4,2025,Economy,1
Kerala,Udaipur,2405,107.09,No,Car,Standard,Mixed,12,1,58069.12,Sunny,Weekend,No,No,30-05-2025,11-06-2025,12,5,2025,Economy,1
Mumbai,Jaipur,1076,104.33,No,Flight,Budget,Non-Veg,15,4,154924.02,Cloudy,Vacation,No,Yes,02-05-2025,17-05-2025,15,5,2025,Business,1.8
Rishikesh,Chandigarh,209,95.44,No,Train,Standard,Veg,15,4,154922.92,Sunny,Weekend,No,Yes,25-03-2025,09-04-2025,15,3,2025,3A,1
Kolkata,Pune,1914,104.74,No,Flight,Standard,Vegan,2,3,67336.16,Cloudy,Vacation,No,No,11-03-2024,13-03-2024,2,3,2024,Economy,1
Nagpur,Ahmedabad,790,105.24,No,Car,Budget,Vegan,15,2,32766.22,Sunny,Weekend,Yes,Yes,30-01-2025,14-02-2025,15,1,2025,Economy,1
Hyderabad,Indore,835,111.94,No,Flight,Budget,Non-Veg,5,1,15073.83,Rainy,Vacation,No,No,31-05-2025,05-06-2025,5,5,2025,Business,1.8
Lucknow,Nagpur,765,98.37,No,Train,Budget,Non-Veg,11,5,76258.67,Sunny,Festival,Yes,No,16-06-2025,27-06-2025,11,6,2025,2A,1.2
Hyderabad,Varanasi,1293,110.06,Yes,Flight,Standard,Veg,9,3,155792.54,Cloudy,Festival,No,No,15-12-2024,24-12-2024,9,12,2024,Premium Economy,1.3
Chennai,Bangalore,408,104.27,No,Train,Standard,Vegan,2,1,6539.34,Cloudy,Weekend,Yes,No,26-03-2025,28-03-2025,2,3,2025,SL,0.7
Delhi,Udaipur,767,95.23,No,Train,Standard,Non-Veg,10,2,70606.33,Sunny,Weekend,No,No,09-05-2025,19-05-2025,10,5,2025,3A,1
Pune,Ahmedabad,568,109.27,No,Train,Standard,Veg,13,2,88701.16,Sunny,Festival,Yes,No,17-02-2025,02-03-2025,13,2,2025,SL,0.7
Rishikesh,Indore,1107,97.15,No,Train,Standard,Mixed,15,2,64792.73,Rainy,Weekend,No,Yes,26-04-2025,11-05-2025,15,4,2025,SL,0.7
Mumbai,Udaipur,761,106.65,No,Train,Standard,Veg,12,3,118477.42,Cloudy,Weekend,No,Yes,28-03-2024,09-04-2024,12,3,2024,3A,1
Indore,Rishikesh,1074,108.47,Yes,Train,Budget,Veg,10,2,42486.4,Sunny,Weekend,No,No,30-03-2025,09-04-2025,10,3,2025,EconomyA,1.4
Jaipur,Varanasi,817,108.39,No,Flight,Budget,Mixed,12,5,135384.65,Sunny,Vacation,No,Yes,02-08-2024,14-08-2024,12,8,2024,Economy,1
Goa,Hyderabad,551,96.03,No,Car,Standard,Mixed,4,3,48153.12,Cloudy,Business,No,Yes,02-08-2024,06-08-2024,4,8,2024,Economy,1
Lucknow,Indore,932,96.78,No,Flight,Standard,Vegan,6,2,42922.45,Sunny,Festival,Yes,Yes,17-01-2025,23-01-2025,6,1,2025,Economy,1
Bangalore,Chandigarh,2757,102.34,No,Flight,Standard,Non-Veg,3,1,31147.37,Cloudy,Weekend,No,Yes,01-07-2024,04-07-2024,3,7,2024,Business,1.8
Rishikesh,Varanasi,953,97.4,No,Train,Budget,Mixed,14,2,31887.06,Cloudy,Vacation,Yes,No,13-08-2025,27-08-2025,14,8,2025,3A,1
Surat,Kolkata,2276,97.01,No,Flight,Budget,Non-Veg,10,4,160029.3,Sunny,Festival,No,No,19-01-2024,29-01-2024,10,1,2024,Premium Economy,1.3
Bangalore,Udaipur,1711,100.74,No,Train,Standard,Veg,3,1,18693.33,Rainy,Weekend,No,Yes,27-05-2024,30-05-2024,3,5,2024,3A,1
Chandigarh,Jaipur,500,94.29,No,Car,Standard,Vegan,13,2,73784.84,Sunny,Weekend,No,Yes,30-05-2024,12-06-2024,13,5,2024,Economy,1
Hyderabad,Jaipur,1276,110.53,Yes,Train,Standard,Veg,8,5,173497.74,Cloudy,Vacation,Yes,No,11-01-2024,19-01-2024,8,1,2024,2A,1.2
Hyderabad,Goa,633,110.45,No,Flight,Resort,Veg,4,4,199181.61,Rainy,Weekend,No,No,27-06-2025,01-07-2025,4,6,2025,Business,1.8
Indore,Kolkata,1725,109.53,No,Flight,Luxury,Veg,4,2,82158.99,Rainy,Weekend,Yes,Yes,14-06-2025,18-06-2025,4,6,2025,Premium Economy,1.3
Lucknow,Pune,1354,95.49,No,Flight,Standard,Veg,9,3,97788.85,Sunny,Vacation,No,Yes,31-10-2024,09-11-2024,9,10,2024,Economy,1
Lucknow,Udaipur,948,98.48,No,Train,Standard,Mixed,4,1,15897.75,Sunny,Weekend,No,No,30-08-2025,03-09-2025,4,8,2025,3A,1
Indore,Lucknow,921,108.09,No,Flight,Budget,Veg,4,3,39739.37,Sunny,Vacation,No,No,11-07-2024,15-07-2024,4,7,2024,Economy,1
Bangalore,Hyderabad,609,100.25,No,Car,Luxury,Vegan,6,1,43123.42,Sunny,Business,No,No,18-03-2024,24-03-2024,6,3,2024,Economy,1
Kerala,Varanasi,2105,105.11,Yes,Flight,Luxury,Veg,10,2,227025.15,Cloudy,Vacation,Yes,Yes,19-12-2024,29-12-2024,10,12,2024,Economy,1
Varanasi,Rishikesh,834,98.38,Yes,Flight,Standard,Veg,3,4,94700.8,Sunny,Vacation,Yes,No,20-04-2024,23-04-2024,3,4,2024,Premium Economy,1.3
Kerala,Varanasi,2125,107.78,No,Flight,Budget,Veg,5,2,54785.11,Rainy,Vacation,No,No,20-08-2025,25-08-2025,5,8,2025,Business,1.8
Lucknow,Mumbai,1307,98.8,No,Car,Budget,Veg,13,4,56641.57,Sunny,Business,Yes,No,12-10-2024,25-10-2024,13,10,2024,Economy,1
Surat,Varanasi,1588,97.51,No,Flight,Standard,Mixed,4,3,80201.38,Snowy,Vacation,No,Yes,10-05-2024,14-05-2024,4,5,2024,Business,1.8
Lucknow,Delhi,486,96.03,No,Train,Standard,Vegan,11,1,44877.02,Rainy,Business,No,No,06-07-2025,17-07-2025,11,7,2025,2A,1.2
Kolkata,Chennai,1640,105.47,No,Flight,Budget,Veg,10,4,146285.25,Rainy,Business,No,Yes,12-03-2025,22-03-2025,10,3,2025,Premium Economy,1.3
Mumbai,Jaipur,1050,104.47,Yes,Train,Luxury,Non-Veg,6,1,72309.09,Sunny,Vacation,No,Yes,10-01-2024,16-01-2024,6,1,2024,SL,0.7
Indore,Bangalore,1227,111.95,No,Flight,Standard,Non-Veg,12,2,123851.34,Rainy,Weekend,No,No,03-03-2024,15-03-2024,12,3,2024,Economy,1
Indore,Rishikesh,1094,108.55,No,Train,Budget,Mixed,5,1,10011.12,Cloudy,Weekend,No,No,24-02-2025,01-03-2025,5,2,2025,SL,0.7
Chennai,Lucknow,1775,102.39,No,Flight,Luxury,Vegan,15,1,111193.27,Sunny,Weekend,Yes,Yes,09-09-2024,24-09-2024,15,9,2024,Economy,1
Kerala,Udaipur,2162,107.58,No,Train,Resort,Veg,7,1,67927.66,Sunny,Weekend,Yes,Yes,15-07-2024,22-07-2024,7,7,2024,2A,1.2
Kolkata,Goa,2224,104.05,No,Train,Resort,Non-Veg,4,5,246890.36,Cloudy,Vacation,No,Yes,29-03-2025,02-04-2025,4,3,2025,2A,1.2
Udaipur,Jaipur,386,109.22,Yes,Train,Budget,Non-Veg,7,5,72031.85,Sunny,Festival,Yes,No,31-01-2024,07-02-2024,7,1,2024,EconomyA,1.4
Pune,Udaipur,949,105.61,No,Flight,Luxury,Veg,7,2,141460.28,Rainy,Weekend,No,Yes,14-04-2025,21-04-2025,7,4,2025,Business,1.8
Kerala,Surat,1760,107.75,No,Flight,Budget,Mixed,10,3,83879.99,Cloudy,Vacation,No,Yes,23-06-2025,03-07-2025,10,6,2025,Premium Economy,1.3
Kolkata,Jaipur,1698,106.85,No,Flight,Standard,Veg,4,2,65421.46,Cloudy,Vacation,No,Yes,24-07-2024,28-07-2024,4,7,2024,Economy,1
Indore,Bangalore,1502,108.11,No,Flight,Budget,Veg,15,2,59946.02,Cloudy,Weekend,Yes,Yes,01-05-2025,16-05-2025,15,5,2025,Economy,1
Ahmedabad,Chennai,1570,96.12,No,Bus,Budget,Non-Veg,14,1,30070.65,Sunny,Business,Yes,No,26-03-2024,09-04-2024,14,3,2024,Non-AC Sleeper,1.1
Hyderabad,Bangalore,672,109.2,No,Train,Standard,Mixed,8,3,87886.21,Sunny,Weekend,No,Yes,07-03-2024,15-03-2024,8,3,2024,2A,1.2
Hyderabad,Kolkata,1310,110.31,No,Flight,Resort,Veg,10,2,215743.42,Cloudy,Business,No,Yes,23-05-2025,02-06-2025,10,5,2025,Business,1.8
Delhi,Jaipur,313,93.9,No,Flight,Budget,Veg,10,2,43572.84,Sunny,Weekend,No,Yes,11-09-2024,21-09-2024,10,9,2024,Premium Economy,1.3
Bhopal,Mumbai,777,110.25,No,Train,Standard,Mixed,5,5,115792.96,Cloudy,Business,No,No,10-02-2025,15-02-2025,5,2,2025,SL,0.7
Nagpur,Kolkata,1198,106.83,No,Flight,Budget,Non-Veg,11,1,27728.02,Cloudy,Vacation,No,Yes,18-06-2025,29-06-2025,11,6,2025,Premium Economy,1.3
Agra,Surat,966,98.33,No,Bus,Resort,Non-Veg,6,5,173601.26,Sunny,Weekend,No,Yes,16-04-2025,22-04-2025,6,4,2025,AC Sleeper,1.3
Delhi,Varanasi,713,93.42,No,Train,Standard,Veg,13,2,74103.58,Rainy,Weekend,No,Yes,19-07-2025,01-08-2025,13,7,2025,SL,0.7
Hyderabad,Surat,802,107.63,No,Flight,Budget,Vegan,5,3,34470.45,Sunny,Vacation,Yes,Yes,15-09-2024,20-09-2024,5,9,2024,Business,1.8
Goa,Delhi,1755,95.16,No,Train,Standard,Non-Veg,2,2,24739.47,Sunny,Weekend,No,No,14-04-2024,16-04-2024,2,4,2024,3A,1
Delhi,Mumbai,1461,93.03,No,Flight,Budget,Non-Veg,12,1,28709.44,Cloudy,Business,No,No,26-08-2025,07-09-2025,12,8,2025,Business,1.8
Delhi,Indore,916,94.7,No,Train,Resort,Mixed,15,1,116627.68,Cloudy,Vacation,Yes,No,23-06-2024,08-07-2024,15,6,2024,2A,1.2
Pune,Hyderabad,630,109.94,No,Flight,Budget,Non-Veg,14,1,24717.79,Sunny,Business,No,No,23-11-2024,07-12-2024,14,11,2024,Premium Economy,1.3
Pune,Bangalore,988,105.28,No,Bus,Standard,Veg,11,2,57257.18,Sunny,Business,No,Yes,15-12-2024,26-12-2024,11,12,2024,Non-AC Seater,1
Rishikesh,Chandigarh,209,96.48,No,Train,Standard,Mixed,4,3,40776.73,Rainy,Weekend,No,No,13-08-2025,17-08-2025,4,8,2025,3A,1
Mumbai,Pune,154,104.57,No,Train,Luxury,Veg,3,2,39718.44,Sunny,Business,No,No,20-01-2024,23-01-2024,3,1,2024,EconomyA,1.4
Agra,Surat,914,95.28,No,Flight,Standard,Non-Veg,5,4,91223.63,Sunny,Weekend,Yes,No,27-01-2025,01-02-2025,5,1,2025,Business,1.8
Surat,Goa,843,96.04,No,Bus,Standard,Non-Veg,13,2,76107.17,Sunny,Vacation,No,No,09-05-2025,22-05-2025,13,5,2025,AC Seater,1.15
Jaipur,Chennai,1944,110.48,No,Flight,Budget,Veg,15,2,77571.81,Sunny,Vacation,No,Yes,10-07-2024,25-07-2024,15,7,2024,Economy,1
Kolkata,Surat,1776,106.41,No,Car,Luxury,Veg,14,4,252333.96,Cloudy,Vacation,Yes,No,19-02-2024,04-03-2024,14,2,2024,Economy,1
Udaipur,Hyderabad,1373,109.34,No,Train,Standard,Veg,14,2,87805.22,Sunny,Vacation,Yes,No,01-08-2024,15-08-2024,14,8,2024,EconomyA,1.4
Kerala,Bhopal,1844,106.62,No,Flight,Budget,Non-Veg,8,3,90102.66,Sunny,Festival,No,No,02-09-2025,10-09-2025,8,9,2025,Business,1.8
Bhopal,Mumbai,800,107.44,No,Flight,Budget,Vegan,12,4,114102.1,Sunny,Vacation,No,No,10-01-2024,22-01-2024,12,1,2024,Business,1.8
Jaipur,Ahmedabad,782,107.53,No,Flight,Standard,Non-Veg,11,3,115207.46,Rainy,Vacation,Yes,No,01-11-2024,12-11-2024,11,11,2024,Business,1.8
Bangalore,Jaipur,1858,101.09,No,Flight,Standard,Veg,5,5,154274.26,Sunny,Weekend,Yes,No,16-07-2025,21-07-2025,5,7,2025,Business,1.8
Chennai,Varanasi,1816,102.25,Yes,Flight,Luxury,Mixed,4,2,124088.76,Rainy,Festival,No,No,01-11-2024,05-11-2024,4,11,2024,Premium Economy,1.3
Lucknow,Chennai,1846,98.85,No,Flight,Standard,Mixed,6,1,43124.61,Sunny,Business,No,No,28-11-2024,04-12-2024,6,11,2024,Premium Economy,1.3
Chennai,Lucknow,1712,105.48,No,Flight,Budget,Mixed,4,4,71386.9,Cloudy,Weekend,Yes,No,30-06-2024,04-07-2024,4,6,2024,Business,1.8
Delhi,Varanasi,864,96.71,No,Train,Standard,Non-Veg,13,4,166673.92,Rainy,Vacation,No,No,19-02-2024,03-03-2024,13,2,2024,SL,0.7
Mumbai,Varanasi,1795,105.24,No,Flight,Resort,Non-Veg,8,5,404370,Cloudy,Weekend,Yes,Yes,16-02-2025,24-02-2025,8,2,2025,Business,1.8
Indore,Goa,999,108.91,No,Flight,Budget,Mixed,10,5,109682.2,Cloudy,Vacation,Yes,No,14-02-2024,24-02-2024,10,2,2024,Business,1.8
Chandigarh,Udaipur,829,93.64,Yes,Flight,Budget,Mixed,6,5,110290.98,Sunny,Vacation,No,Yes,17-02-2024,23-02-2024,6,2,2024,Premium Economy,1.3
Bangalore,Nagpur,1234,103.14,No,Car,Standard,Non-Veg,6,2,37228.35,Cloudy,Vacation,No,No,28-01-2025,03-02-2025,6,1,2025,Economy,1
Agra,Pune,1502,97.94,No,Train,Luxury,Mixed,7,2,65566.83,Sunny,Vacation,Yes,No,26-02-2025,05-03-2025,7,2,2025,3A,1
Chandigarh,Chennai,2193,96.84,No,Flight,Luxury,Non-Veg,3,1,50465.27,Sunny,Business,No,No,30-03-2025,02-04-2025,3,3,2025,Economy,1
Udaipur,Surat,435,110.32,No,Train,Standard,Veg,12,2,69119.7,Rainy,Vacation,No,Yes,25-04-2025,07-05-2025,12,4,2025,SL,0.7
Goa,Pune,395,95.28,No,Train,Standard,Mixed,15,1,60242.43,Rainy,Festival,No,Yes,22-05-2024,06-06-2024,15,5,2024,EconomyA,1.4
Rishikesh,Bangalore,2686,95.67,No,Train,Resort,Vegan,3,4,142461.06,Sunny,Weekend,No,Yes,08-05-2024,11-05-2024,3,5,2024,EconomyA,1.4
Mumbai,Kerala,1413,107.14,Yes,Flight,Luxury,Veg,9,2,171568.98,Cloudy,Vacation,No,No,12-01-2024,21-01-2024,9,1,2024,Economy,1
Ahmedabad,Nagpur,982,96.09,No,Train,Budget,Non-Veg,7,2,24067.95,Sunny,Vacation,No,No,13-08-2025,20-08-2025,7,8,2025,EconomyA,1.4
Varanasi,Goa,1634,96.47,No,Train,Budget,Non-Veg,5,2,26310.62,Sunny,Weekend,No,No,09-04-2024,14-04-2024,5,4,2024,2A,1.2
Chennai,Delhi,2162,103.74,No,Car,Budget,Veg,3,4,32909.41,Sunny,Business,No,No,14-03-2024,17-03-2024,3,3,2024,Economy,1
Pune,Indore,663,105.38,No,Train,Standard,Veg,13,4,129613.19,Cloudy,Vacation,No,Yes,27-06-2025,10-07-2025,13,6,2025,EconomyA,1.4
Varanasi,Chandigarh,1114,98.47,No,Car,Standard,Veg,9,3,83081.83,Rainy,Vacation,No,No,06-10-2024,15-10-2024,9,10,2024,Economy,1
Udaipur,Bangalore,1718,108.96,No,Flight,Resort,Veg,7,4,437997.56,Cloudy,Business,Yes,No,22-01-2024,29-01-2024,7,1,2024,Economy,1
Kolkata,Udaipur,1886,105.25,No,Train,Standard,Veg,6,1,25009.78,Sunny,Weekend,No,Yes,27-04-2024,03-05-2024,6,4,2024,SL,0.7
Indore,Goa,1094,109.46,No,Flight,Luxury,Vegan,7,3,203057.66,Sunny,Vacation,No,No,31-05-2025,07-06-2025,7,5,2025,Premium Economy,1.3
Surat,Bhopal,651,96.95,No,Car,Standard,Non-Veg,9,1,24000.64,Sunny,Vacation,Yes,Yes,01-12-2024,10-12-2024,9,12,2024,Economy,1
Kolkata,Delhi,1635,104.7,No,Flight,Budget,Veg,4,1,17453.64,Cloudy,Vacation,Yes,Yes,24-04-2025,28-04-2025,4,4,2025,Business,1.8
Hyderabad,Ahmedabad,1234,107.05,No,Flight,Standard,Veg,3,3,68359.27,Sunny,Vacation,No,Yes,11-02-2024,14-02-2024,3,2,2024,Business,1.8
Bhopal,Jaipur,508,108.34,No,Car,Resort,Non-Veg,9,4,256607.42,Sunny,Vacation,No,Yes,18-05-2024,27-05-2024,9,5,2024,Economy,1
Pune,Goa,445,105.46,Yes,Flight,Budget,Vegan,15,5,160681.44,Sunny,Weekend,No,No,10-12-2024,25-12-2024,15,12,2024,Economy,1
Bangalore,Rishikesh,2248,101.06,No,Train,Standard,Mixed,7,2,72033.25,Sunny,Vacation,No,Yes,06-07-2025,13-07-2025,7,7,2025,3A,1
Goa,Mumbai,566,96.96,No,Train,Standard,Vegan,14,1,35957.77,Rainy,Weekend,No,No,29-01-2024,12-02-2024,14,1,2024,3A,1
Udaipur,Surat,531,110.34,No,Bus,Standard,Veg,15,2,79997.51,Cloudy,Vacation,No,Yes,01-04-2024,16-04-2024,15,4,2024,AC Sleeper,1.3
